Entity,Code,Year,Fossil fuels (% growth)
Austria,AUT,1976,9.197854995727539
Austria,AUT,1977,-5.291295051574707
Austria,AUT,1978,5.751526355743408
Austria,AUT,1979,3.7732481956481934
Austria,AUT,1980,-1.814490556716919
Austria,AUT,1981,-6.1717987060546875
Austria,AUT,1982,-4.695028305053711
Austria,AUT,1983,0.014793872833251953
Austria,AUT,1984,3.848731517791748
Austria,AUT,1985,1.7048239707946777
Austria,AUT,1986,-0.38344860076904297
Austria,AUT,1987,2.509033679962158
Austria,AUT,1988,-2.246803045272827
Austria,AUT,1989,1.0448098182678223
Austria,AUT,1990,6.5106987953186035
Austria,AUT,1991,6.826543807983398
Austria,AUT,1992,-6.2661590576171875
Austria,AUT,1993,0.22777318954467773
Austria,AUT,1994,0.5466938018798828
Austria,AUT,1995,4.539835453033447
Austria,AUT,1996,3.8788199424743652
Austria,AUT,1997,0.6579041481018066
Austria,AUT,1998,0.9089112281799316
Austria,AUT,1999,-0.40162205696105957
Austria,AUT,2000,-0.6493806838989258
Austria,AUT,2001,6.864655017852783
Austria,AUT,2002,0.868678092956543
Austria,AUT,2003,8.564960479736328
Austria,AUT,2004,-1.5358686447143555
